id,depart,departLane,departPos,departSpeed,departDelay,arrival,arrivalLane,arrivalPos,arrivalSpeed,duration,routeLength,waitingTime,waitingCount,stopTime,timeLoss,rerouteNo,devices,vType,speedFactor,vaporized
3,3.00,4to1_0,5.10,0.00,0.00,75.00,1to4_0,489.60,16.10,72.00,978.78,0.00,0,0.00,10.56,0,tripinfo_3 routing_3,DEFAULT_VEHTYPE,1.08,
6,6.00,5to1_0,5.10,0.00,0.00,78.00,1to3_0,489.60,14.99,72.00,993.46,0.00,0,0.00,7.65,0,tripinfo_6 routing_6,DEFAULT_VEHTYPE,1.05,
2,3.00,3to1_0,5.10,0.00,1.00,83.00,1to2_0,489.60,14.14,80.00,994.90,1.00,1,0.00,14.07,0,tripinfo_2 routing_2,DEFAULT_VEHTYPE,1.01,
1,1.00,2to1_0,5.10,0.00,0.00,86.00,1to2_0,489.60,13.99,85.00,978.78,3.00,1,0.00,13.65,0,tripinfo_1 routing_1,DEFAULT_VEHTYPE,0.94,
10,12.00,3to1_0,5.10,0.00,2.00,86.00,1to3_1,489.60,15.79,74.00,978.78,2.00,1,0.00,13.58,0,tripinfo_10 routing_10,DEFAULT_VEHTYPE,1.09,
0,0.00,3to1_0,5.10,0.00,0.00,87.00,1to4_0,489.60,14.94,87.00,993.46,9.00,2,0.00,23.24,0,tripinfo_0 routing_0,DEFAULT_VEHTYPE,1.06,
11,11.00,2to1_0,5.10,0.00,0.00,89.00,1to2_1,489.60,15.11,78.00,978.78,0.00,0,0.00,12.70,0,tripinfo_11 routing_11,DEFAULT_VEHTYPE,1.03,
7,7.00,2to1_0,5.10,0.00,0.00,90.00,1to3_0,489.60,12.41,83.00,994.90,0.00,0,0.00,7.26,0,tripinfo_7 routing_7,DEFAULT_VEHTYPE,0.89,
12,15.00,3to1_0,5.10,0.00,3.00,92.00,1to3_0,489.60,15.15,77.00,978.78,0.00,0,0.00,12.74,0,tripinfo_12 routing_12,DEFAULT_VEHTYPE,1.05,
9,9.00,3to1_0,5.10,0.00,0.00,93.00,1to2_0,489.60,12.32,84.00,994.90,0.00,0,0.00,6.09,0,tripinfo_9 routing_9,DEFAULT_VEHTYPE,0.86,
19,24.00,3to1_0,5.10,0.00,5.00,95.00,1to2_1,489.60,17.27,71.00,994.90,0.00,0,0.00,13.63,0,tripinfo_19 routing_19,DEFAULT_VEHTYPE,1.16,
15,15.00,2to1_0,5.10,0.00,0.00,96.00,1to2_0,489.60,12.79,81.00,978.78,0.00,0,0.00,9.53,0,tripinfo_15 routing_15,DEFAULT_VEHTYPE,0.93,
17,21.00,3to1_0,5.10,0.00,4.00,99.00,1to2_0,489.60,13.05,78.00,994.90,0.00,0,0.00,6.88,0,tripinfo_17 routing_17,DEFAULT_VEHTYPE,0.94,
18,18.00,2to1_0,5.10,0.00,0.00,104.00,1to2_0,489.60,13.47,86.00,978.78,3.00,1,0.00,15.52,0,tripinfo_18 routing_18,DEFAULT_VEHTYPE,0.94,
23,23.00,2to1_0,5.10,0.00,0.00,105.00,1to3_0,489.60,13.15,82.00,994.90,0.00,0,0.00,6.98,0,tripinfo_23 routing_23,DEFAULT_VEHTYPE,0.89,
21,27.00,3to1_0,5.10,0.00,6.00,106.00,1to4_0,489.60,14.15,79.00,993.46,0.00,0,0.00,12.44,0,tripinfo_21 routing_21,DEFAULT_VEHTYPE,1.01,
16,18.00,3to1_0,5.10,0.00,2.00,107.00,1to3_0,489.60,11.90,89.00,978.78,3.00,1,0.00,13.97,0,tripinfo_16 routing_16,DEFAULT_VEHTYPE,0.88,
30,39.00,3to1_0,5.10,0.00,9.00,109.00,1to5_0,489.60,17.59,70.00,983.13,0.00,0,0.00,13.09,0,tripinfo_30 routing_30,DEFAULT_VEHTYPE,1.18,
22,29.00,3to1_0,5.10,0.00,7.00,111.00,1to4_0,489.60,14.42,82.00,993.46,0.00,0,0.00,12.29,0,tripinfo_22 routing_22,DEFAULT_VEHTYPE,0.98,
37,45.00,3to1_0,5.10,0.00,8.00,111.00,1to5_0,489.60,17.01,66.00,983.13,0.00,0,0.00,9.73,0,tripinfo_37 routing_37,DEFAULT_VEHTYPE,1.18,
40,40.00,2to1_0,5.10,0.00,0.00,111.00,1to3_0,489.60,15.20,71.00,994.90,0.00,0,0.00,5.85,0,tripinfo_40 routing_40,DEFAULT_VEHTYPE,1.03,
35,35.00,2to1_0,5.10,0.00,0.00,112.00,1to2_0,489.60,14.18,77.00,978.78,0.00,0,0.00,12.18,0,tripinfo_35 routing_35,DEFAULT_VEHTYPE,1.02,
45,46.00,2to1_0,5.10,0.00,1.00,113.00,1to3_0,489.60,16.06,67.00,994.90,0.00,0,0.00,5.91,0,tripinfo_45 routing_45,DEFAULT_VEHTYPE,1.09,
42,43.00,2to1_0,5.10,0.00,1.00,114.00,1to2_1,489.60,16.34,71.00,978.78,0.00,0,0.00,10.46,0,tripinfo_42 routing_42,DEFAULT_VEHTYPE,1.09,
25,32.00,3to1_0,5.10,0.00,7.00,116.00,1to2_0,489.60,12.53,84.00,994.90,0.00,0,0.00,7.58,0,tripinfo_25 routing_25,DEFAULT_VEHTYPE,0.87,
28,36.00,3to1_0,5.10,0.00,8.00,117.00,1to4_0,489.60,16.65,81.00,993.46,5.00,1,0.00,21.09,0,tripinfo_28 routing_28,DEFAULT_VEHTYPE,1.13,
31,42.00,3to1_0,5.10,0.00,11.00,117.00,1to3_0,489.60,17.01,75.00,978.78,4.00,1,0.00,17.17,0,tripinfo_31 routing_31,DEFAULT_VEHTYPE,1.15,
13,13.00,5to1_0,5.10,0.00,0.00,124.00,1to4_0,489.60,16.44,111.00,994.90,40.00,1,0.00,51.78,0,tripinfo_13 routing_13,DEFAULT_VEHTYPE,1.12,
4,6.00,4to1_0,5.10,0.00,2.00,127.00,1to3_0,489.60,15.21,121.00,983.13,45.00,1,0.00,56.67,0,tripinfo_4 routing_4,DEFAULT_VEHTYPE,1.03,
14,14.00,4to1_0,5.10,0.00,0.00,128.00,1to5_0,489.60,14.64,114.00,994.90,35.00,1,0.00,46.93,0,tripinfo_14 routing_14,DEFAULT_VEHTYPE,0.99,
8,9.00,5to1_0,5.10,0.00,1.00,130.00,1to2_0,489.60,13.24,121.00,983.13,38.00,1,0.00,49.82,0,tripinfo_8 routing_8,DEFAULT_VEHTYPE,0.94,
32,32.00,5to1_0,5.10,0.00,0.00,130.00,1to2_1,489.60,14.41,98.00,983.13,19.00,1,0.00,31.46,0,tripinfo_32 routing_32,DEFAULT_VEHTYPE,1.01,
33,35.00,5to1_0,5.10,0.00,2.00,132.00,1to4_1,489.60,16.31,97.00,994.90,20.00,1,0.00,40.08,0,tripinfo_33 routing_33,DEFAULT_VEHTYPE,1.17,
26,27.00,4to1_0,5.10,0.00,1.00,133.00,1to5_0,489.60,13.47,106.00,994.90,20.00,1,0.00,33.33,0,tripinfo_26 routing_26,DEFAULT_VEHTYPE,0.92,
34,38.00,5to1_0,5.10,0.00,4.00,133.00,1to4_0,489.60,14.26,95.00,994.90,13.00,1,0.00,27.73,0,tripinfo_34 routing_34,DEFAULT_VEHTYPE,0.99,
20,20.00,5to1_0,5.10,0.00,0.00,134.00,1to5_1,489.60,14.77,114.00,978.78,32.00,2,0.00,48.09,0,tripinfo_20 routing_20,DEFAULT_VEHTYPE,1.02,
5,9.00,4to1_0,5.10,0.00,4.00,138.00,1to3_0,489.60,11.54,129.00,983.13,37.00,1,0.00,48.32,0,tripinfo_5 routing_5,DEFAULT_VEHTYPE,0.83,
27,30.00,4to1_0,5.10,0.00,3.00,138.00,1to3_1,489.60,13.69,108.00,983.13,21.00,1,0.00,37.62,0,tripinfo_27 routing_27,DEFAULT_VEHTYPE,0.95,
39,47.00,5to1_0,5.10,0.00,8.00,139.00,1to2_0,489.60,13.25,92.00,983.13,5.00,1,0.00,18.24,0,tripinfo_39 routing_39,DEFAULT_VEHTYPE,0.90,
38,44.00,5to1_0,5.10,0.00,6.00,140.00,1to5_1,489.60,16.13,96.00,978.78,10.00,1,0.00,35.79,0,tripinfo_38 routing_38,DEFAULT_VEHTYPE,1.10,
51,52.00,4to1_0,5.10,0.00,1.00,140.00,1to3_1,489.60,16.32,88.00,983.13,2.00,1,0.00,30.39,0,tripinfo_51 routing_51,DEFAULT_VEHTYPE,1.17,
24,24.00,4to1_0,5.10,0.00,0.00,141.00,1to3_0,489.60,11.83,117.00,983.13,22.00,1,0.00,35.70,0,tripinfo_24 routing_24,DEFAULT_VEHTYPE,0.83,
36,41.00,5to1_0,5.10,0.00,5.00,141.00,1to5_0,489.60,13.40,100.00,978.78,12.00,1,0.00,31.69,0,tripinfo_36 routing_36,DEFAULT_VEHTYPE,0.97,
55,68.00,5to1_0,5.10,0.00,13.00,141.00,1to4_1,489.60,13.75,73.00,994.90,0.00,0,0.00,6.33,0,tripinfo_55 routing_55,DEFAULT_VEHTYPE,1.00,
29,33.00,4to1_0,5.10,0.00,4.00,142.00,1to3_1,489.60,12.75,109.00,983.13,21.00,1,0.00,37.25,0,tripinfo_29 routing_29,DEFAULT_VEHTYPE,0.93,
48,59.00,5to1_0,5.10,0.00,11.00,142.00,1to4_0,489.60,11.98,83.00,994.90,0.00,0,0.00,7.19,0,tripinfo_48 routing_48,DEFAULT_VEHTYPE,0.88,
53,55.00,4to1_0,5.10,0.00,2.00,144.00,1to2_1,489.60,15.94,89.00,993.46,8.00,2,0.00,27.48,0,tripinfo_53 routing_53,DEFAULT_VEHTYPE,1.10,
60,60.00,4to1_0,5.10,0.00,0.00,144.00,1to3_1,489.60,15.81,84.00,983.13,2.00,1,0.00,22.34,0,tripinfo_60 routing_60,DEFAULT_VEHTYPE,1.08,
46,46.00,4to1_0,5.10,0.00,0.00,145.00,1to2_0,489.60,14.67,99.00,993.46,14.00,2,0.00,31.03,0,tripinfo_46 routing_46,DEFAULT_VEHTYPE,1.00,
43,50.00,5to1_0,5.10,0.00,7.00,146.00,1to5_0,489.60,14.61,96.00,978.78,8.00,1,0.00,31.30,0,tripinfo_43 routing_43,DEFAULT_VEHTYPE,1.04,
49,49.00,4to1_0,5.10,0.00,0.00,147.00,1to3_0,489.60,11.94,98.00,983.13,3.00,1,0.00,20.43,0,tripinfo_49 routing_49,DEFAULT_VEHTYPE,0.85,
44,53.00,5to1_0,5.10,0.00,9.00,149.00,1to5_0,489.60,14.41,96.00,978.78,7.00,1,0.00,32.34,0,tripinfo_44 routing_44,DEFAULT_VEHTYPE,1.04,
74,74.00,4to1_0,5.10,0.00,0.00,151.00,1to3_0,489.60,13.79,77.00,983.13,0.00,0,0.00,7.80,0,tripinfo_74 routing_74,DEFAULT_VEHTYPE,0.96,
76,77.00,4to1_0,5.10,0.00,1.00,151.00,1to4_0,489.60,14.50,74.00,978.78,0.00,0,0.00,9.90,0,tripinfo_76 routing_76,DEFAULT_VEHTYPE,1.03,
64,64.00,4to1_0,5.10,0.00,0.00,152.00,1to2_0,489.60,12.95,88.00,993.46,3.00,1,0.00,16.07,0,tripinfo_64 routing_64,DEFAULT_VEHTYPE,0.94,
77,80.00,4to1_0,5.10,0.00,3.00,154.00,1to5_0,489.60,13.45,74.00,994.90,0.00,0,0.00,6.34,0,tripinfo_77 routing_77,DEFAULT_VEHTYPE,0.98,
79,83.00,4to1_0,5.10,0.00,4.00,155.00,1to4_0,489.60,16.04,72.00,978.78,0.00,0,0.00,10.60,0,tripinfo_79 routing_79,DEFAULT_VEHTYPE,1.09,
84,86.00,4to1_0,5.10,0.00,2.00,159.00,1to4_1,489.60,16.15,73.00,978.78,0.00,0,0.00,14.57,0,tripinfo_84 routing_84,DEFAULT_VEHTYPE,1.15,
47,56.00,5to1_0,5.10,0.00,9.00,161.00,1to3_0,489.60,12.89,105.00,993.46,2.00,2,0.00,30.49,0,tripinfo_47 routing_47,DEFAULT_VEHTYPE,0.90,
85,86.00,5to1_0,5.10,0.00,1.00,161.00,1to4_0,489.60,14.02,75.00,994.90,0.00,0,0.00,6.43,0,tripinfo_85 routing_85,DEFAULT_VEHTYPE,0.98,
87,92.00,4to1_0,5.10,0.00,5.00,162.00,1to5_1,489.60,15.62,70.00,994.90,0.00,0,0.00,5.74,0,tripinfo_87 routing_87,DEFAULT_VEHTYPE,1.04,
50,62.00,5to1_0,5.10,0.00,12.00,165.00,1to5_0,489.60,12.76,103.00,978.78,1.00,1,0.00,25.05,0,tripinfo_50 routing_50,DEFAULT_VEHTYPE,0.85,
86,89.00,4to1_0,5.10,0.00,3.00,166.00,1to4_0,489.60,13.89,77.00,978.78,0.00,0,0.00,10.73,0,tripinfo_86 routing_86,DEFAULT_VEHTYPE,1.00,
52,65.00,5to1_0,5.10,0.00,13.00,167.00,1to3_0,489.60,14.45,102.00,993.46,2.00,1,0.00,35.58,0,tripinfo_52 routing_52,DEFAULT_VEHTYPE,1.02,
95,95.00,5to1_0,5.10,0.00,0.00,167.00,1to2_0,489.60,15.13,72.00,983.13,0.00,0,0.00,8.58,0,tripinfo_95 routing_95,DEFAULT_VEHTYPE,1.06,
54,54.00,3to1_0,5.10,0.00,0.00,173.00,1to2_0,489.60,14.22,119.00,994.90,42.00,1,0.00,52.62,0,tripinfo_54 routing_54,DEFAULT_VEHTYPE,1.00,
56,71.00,5to1_0,5.10,0.00,15.00,174.00,1to3_0,489.60,12.23,103.00,993.46,0.00,0,0.00,27.68,0,tripinfo_56 routing_56,DEFAULT_VEHTYPE,0.90,
41,48.00,3to1_0,5.10,0.00,7.00,175.00,1to3_1,489.60,13.41,127.00,978.78,44.00,1,0.00,57.21,0,tripinfo_41 routing_41,DEFAULT_VEHTYPE,0.96,
59,61.00,2to1_0,5.10,0.00,2.00,175.00,1to3_0,489.60,14.07,114.00,994.90,32.00,1,0.00,45.48,0,tripinfo_59 routing_59,DEFAULT_VEHTYPE,0.97,
70,72.00,3to1_0,5.10,0.00,2.00,175.00,1to2_0,489.60,15.25,103.00,994.90,26.00,1,0.00,37.77,0,tripinfo_70 routing_70,DEFAULT_VEHTYPE,1.02,
57,57.00,3to1_0,5.10,0.00,0.00,176.00,1to3_1,489.60,14.36,119.00,978.78,42.00,1,0.00,61.18,0,tripinfo_57 routing_57,DEFAULT_VEHTYPE,1.14,
68,73.00,2to1_0,5.10,0.00,5.00,177.00,1to3_0,489.60,15.16,104.00,994.90,24.00,1,0.00,39.67,0,tripinfo_68 routing_68,DEFAULT_VEHTYPE,1.04,
58,58.00,2to1_0,5.10,0.00,0.00,179.00,1to5_1,489.60,15.00,121.00,993.46,39.00,2,0.00,54.92,0,tripinfo_58 routing_58,DEFAULT_VEHTYPE,1.02,
75,79.00,2to1_0,5.10,0.00,4.00,179.00,1to4_0,489.60,14.64,100.00,983.13,18.00,1,0.00,31.62,0,tripinfo_75 routing_75,DEFAULT_VEHTYPE,0.98,
80,85.00,2to1_0,5.10,0.00,5.00,179.00,1to3_0,489.60,15.16,94.00,994.90,14.00,1,0.00,29.32,0,tripinfo_80 routing_80,DEFAULT_VEHTYPE,1.03,
81,81.00,3to1_0,5.10,0.00,0.00,179.00,1to5_0,489.60,14.41,98.00,983.13,16.00,1,0.00,30.53,0,tripinfo_81 routing_81,DEFAULT_VEHTYPE,1.00,
61,64.00,2to1_0,5.10,0.00,3.00,181.00,1to5_1,489.60,16.12,117.00,993.46,36.00,2,0.00,56.22,0,tripinfo_61 routing_61,DEFAULT_VEHTYPE,1.12,
69,69.00,3to1_0,5.10,0.00,0.00,184.00,1to3_0,489.60,14.76,115.00,978.78,28.00,1,0.00,49.93,0,tripinfo_69 routing_69,DEFAULT_VEHTYPE,1.02,
113,113.00,3to1_0,5.10,0.00,0.00,187.00,1to5_0,489.60,14.67,74.00,983.13,0.00,0,0.00,8.34,0,tripinfo_113 routing_113,DEFAULT_VEHTYPE,1.01,
116,116.00,2to1_0,5.10,0.00,0.00,187.00,1to4_1,489.60,16.58,71.00,983.13,0.00,0,0.00,14.37,0,tripinfo_116 routing_116,DEFAULT_VEHTYPE,1.18,
65,65.00,3to1_0,5.10,0.00,0.00,188.00,1to4_0,489.60,12.06,123.00,993.46,30.00,2,0.00,46.74,0,tripinfo_65 routing_65,DEFAULT_VEHTYPE,0.88,
63,67.00,2to1_0,5.10,0.00,4.00,190.00,1to5_0,489.60,13.97,123.00,993.46,32.00,2,0.00,54.90,0,tripinfo_63 routing_63,DEFAULT_VEHTYPE,0.99,
121,122.00,2to1_0,5.10,0.00,1.00,194.00,1to3_1,489.60,15.88,72.00,994.90,0.00,0,0.00,10.93,0,tripinfo_121 routing_121,DEFAULT_VEHTYPE,1.10,
111,111.00,2to1_0,5.10,0.00,0.00,195.00,1to3_0,489.60,11.90,84.00,994.90,0.00,0,0.00,6.78,0,tripinfo_111 routing_111,DEFAULT_VEHTYPE,0.87,
115,116.00,3to1_0,5.10,0.00,1.00,195.00,1to2_0,489.60,12.74,79.00,994.90,0.00,0,0.00,6.62,0,tripinfo_115 routing_115,DEFAULT_VEHTYPE,0.92,
117,119.00,2to1_0,5.10,0.00,2.00,195.00,1to4_0,489.60,14.20,76.00,983.13,0.00,0,0.00,9.35,0,tripinfo_117 routing_117,DEFAULT_VEHTYPE,1.00,
66,70.00,2to1_0,5.10,0.00,4.00,198.00,1to2_0,489.60,13.60,128.00,978.78,29.00,3,0.00,55.02,0,tripinfo_66 routing_66,DEFAULT_VEHTYPE,0.91,
71,76.00,2to1_0,5.10,0.00,5.00,198.00,1to5_0,489.60,13.90,122.00,993.46,27.00,3,0.00,53.06,0,tripinfo_71 routing_71,DEFAULT_VEHTYPE,0.97,
78,82.00,2to1_0,5.10,0.00,4.00,200.00,1to2_0,489.60,14.35,118.00,978.78,22.00,2,0.00,52.18,0,tripinfo_78 routing_78,DEFAULT_VEHTYPE,1.01,
72,75.00,3to1_0,5.10,0.00,3.00,202.00,1to4_0,489.60,14.02,127.00,993.46,32.00,2,0.00,55.72,0,tripinfo_72 routing_72,DEFAULT_VEHTYPE,0.94,
131,131.00,3to1_0,5.10,0.00,0.00,202.00,1to5_0,489.60,15.50,71.00,983.13,0.00,0,0.00,8.18,0,tripinfo_131 routing_131,DEFAULT_VEHTYPE,1.07,
83,84.00,3to1_0,5.10,0.00,1.00,203.00,1to4_1,489.60,13.97,119.00,993.46,27.00,2,0.00,49.83,0,tripinfo_83 routing_83,DEFAULT_VEHTYPE,0.97,
88,88.00,2to1_0,5.10,0.00,0.00,204.00,1to2_0,489.60,13.99,116.00,978.78,16.00,1,0.00,49.83,0,tripinfo_88 routing_88,DEFAULT_VEHTYPE,1.01,
98,98.00,3to1_0,5.10,0.00,0.00,204.00,1to3_0,489.60,15.81,106.00,978.78,19.00,2,0.00,47.07,0,tripinfo_98 routing_98,DEFAULT_VEHTYPE,1.12,
90,90.00,3to1_0,5.10,0.00,0.00,205.00,1to4_0,489.60,14.15,115.00,993.46,23.00,2,0.00,48.75,0,tripinfo_90 routing_90,DEFAULT_VEHTYPE,1.02,
133,134.00,3to1_0,5.10,0.00,1.00,205.00,1to2_1,489.60,15.05,71.00,994.90,0.00,0,0.00,6.62,0,tripinfo_133 routing_133,DEFAULT_VEHTYPE,1.04,
141,143.00,2to1_0,5.10,0.00,2.00,207.00,1to3_0,489.60,16.66,64.00,994.90,0.00,0,0.00,6.64,0,tripinfo_141 routing_141,DEFAULT_VEHTYPE,1.16,
99,101.00,3to1_0,5.10,0.00,2.00,211.00,1to3_0,489.60,16.25,110.00,978.78,16.00,3,0.00,49.28,0,tripinfo_99 routing_99,DEFAULT_VEHTYPE,1.10,
91,91.00,2to1_0,5.10,0.00,0.00,214.00,1to5_0,489.60,12.09,123.00,993.46,11.00,1,0.00,47.64,0,tripinfo_91 routing_91,DEFAULT_VEHTYPE,0.89,
102,102.00,2to1_0,5.10,0.00,0.00,216.00,1to5_0,489.60,14.43,114.00,993.46,5.00,1,0.00,43.99,0,tripinfo_102 routing_102,DEFAULT_VEHTYPE,0.97,
89,95.00,4to1_0,5.10,0.00,6.00,218.00,1to4_0,489.60,14.74,123.00,978.78,45.00,1,0.00,57.49,0,tripinfo_89 routing_89,DEFAULT_VEHTYPE,1.02,
101,101.00,5to1_0,5.10,0.00,0.00,219.00,1to2_0,489.60,14.24,118.00,983.13,36.00,1,0.00,48.25,0,tripinfo_101 routing_101,DEFAULT_VEHTYPE,0.96,
96,107.00,4to1_0,5.10,0.00,11.00,220.00,1to5_1,489.60,13.93,113.00,994.90,33.00,1,0.00,47.19,0,tripinfo_96 routing_96,DEFAULT_VEHTYPE,1.01,
93,101.00,4to1_0,5.10,0.00,8.00,221.00,1to5_0,489.60,13.71,120.00,994.90,36.00,1,0.00,47.96,0,tripinfo_93 routing_93,DEFAULT_VEHTYPE,0.92,
112,115.00,5to1_0,5.10,0.00,3.00,221.00,1to4_1,489.60,15.83,106.00,994.90,28.00,1,0.00,45.50,0,tripinfo_112 routing_112,DEFAULT_VEHTYPE,1.10,
106,113.00,4to1_0,5.10,0.00,7.00,222.00,1to5_1,489.60,14.32,109.00,994.90,31.00,1,0.00,43.17,0,tripinfo_106 routing_106,DEFAULT_VEHTYPE,1.01,
103,104.00,5to1_0,5.10,0.00,1.00,223.00,1to2_0,489.60,14.06,119.00,983.13,35.00,1,0.00,48.76,0,tripinfo_103 routing_103,DEFAULT_VEHTYPE,0.95,
107,116.00,4to1_0,5.10,0.00,9.00,224.00,1to3_0,489.60,14.80,108.00,983.13,29.00,1,0.00,43.30,0,tripinfo_107 routing_107,DEFAULT_VEHTYPE,1.03,
110,112.00,5to1_0,5.10,0.00,2.00,225.00,1to4_0,489.60,13.88,113.00,994.90,28.00,1,0.00,40.76,0,tripinfo_110 routing_110,DEFAULT_VEHTYPE,0.93,
145,147.00,5to1_0,5.10,0.00,2.00,225.00,1to2_0,489.60,16.64,78.00,983.13,0.00,0,0.00,19.28,0,tripinfo_145 routing_145,DEFAULT_VEHTYPE,1.14,
118,119.00,4to1_0,5.10,0.00,1.00,228.00,1to3_0,489.60,14.24,109.00,983.13,26.00,1,0.00,41.17,0,tripinfo_118 routing_118,DEFAULT_VEHTYPE,0.99,
123,125.00,4to1_0,5.10,0.00,2.00,228.00,1to5_0,489.60,14.93,103.00,994.90,24.00,1,0.00,38.17,0,tripinfo_123 routing_123,DEFAULT_VEHTYPE,1.02,
134,140.00,4to1_0,5.10,0.00,6.00,229.00,1to3_1,489.60,17.83,89.00,983.13,10.00,1,0.00,34.28,0,tripinfo_134 routing_134,DEFAULT_VEHTYPE,1.23,
161,161.00,5to1_0,5.10,0.00,0.00,230.00,1to4_1,489.60,15.23,69.00,994.90,0.00,0,0.00,7.34,0,tripinfo_161 routing_161,DEFAULT_VEHTYPE,1.08,
151,151.00,5to1_0,5.10,0.00,0.00,232.00,1to4_1,489.60,15.02,81.00,994.90,0.00,0,0.00,14.91,0,tripinfo_151 routing_151,DEFAULT_VEHTYPE,1.00,
127,127.00,5to1_0,5.10,0.00,0.00,234.00,1to4_0,489.60,12.10,107.00,994.90,12.00,1,0.00,25.82,0,tripinfo_127 routing_127,DEFAULT_VEHTYPE,0.82,
132,137.00,4to1_0,5.10,0.00,5.00,234.00,1to3_0,489.60,13.56,97.00,983.13,10.00,1,0.00,27.41,0,tripinfo_132 routing_132,DEFAULT_VEHTYPE,0.96,
94,104.00,4to1_0,5.10,0.00,10.00,236.00,1to5_0,489.60,15.18,132.00,994.90,46.00,2,0.00,70.86,0,tripinfo_94 routing_94,DEFAULT_VEHTYPE,1.09,
139,143.00,4to1_0,5.10,0.00,4.00,239.00,1to3_0,489.60,13.56,96.00,983.13,8.00,1,0.00,25.79,0,tripinfo_139 routing_139,DEFAULT_VEHTYPE,0.95,
62,74.00,5to1_0,5.10,0.00,12.00,243.00,1to3_1,489.60,15.11,169.00,993.46,64.00,2,0.00,102.85,0,tripinfo_62 routing_62,DEFAULT_VEHTYPE,1.02,
92,98.00,4to1_0,5.10,0.00,6.00,244.00,1to2_0,489.60,12.00,146.00,993.46,47.00,2,0.00,64.80,0,tripinfo_92 routing_92,DEFAULT_VEHTYPE,0.83,
146,146.00,4to1_0,5.10,0.00,0.00,244.00,1to3_0,489.60,12.21,98.00,983.13,3.00,1,0.00,23.18,0,tripinfo_146 routing_146,DEFAULT_VEHTYPE,0.89,
148,149.00,4to1_0,5.10,0.00,1.00,245.00,1to3_1,489.60,13.30,96.00,983.13,2.00,1,0.00,27.19,0,tripinfo_148 routing_148,DEFAULT_VEHTYPE,0.97,
164,164.00,4to1_0,5.10,0.00,0.00,246.00,1to5_1,489.60,15.27,82.00,994.90,3.00,1,0.00,18.66,0,tripinfo_164 routing_164,DEFAULT_VEHTYPE,1.05,
165,167.00,5to1_0,5.10,0.00,2.00,247.00,1to4_0,489.60,13.20,80.00,994.90,0.00,0,0.00,6.77,0,tripinfo_165 routing_165,DEFAULT_VEHTYPE,0.91,
168,168.00,4to1_0,5.10,0.00,0.00,247.00,1to5_0,489.60,13.87,79.00,994.90,0.00,0,0.00,10.93,0,tripinfo_168 routing_168,DEFAULT_VEHTYPE,0.98,
166,170.00,5to1_0,5.10,0.00,4.00,248.00,1to4_1,489.60,13.99,78.00,994.90,0.00,0,0.00,11.82,0,tripinfo_166 routing_166,DEFAULT_VEHTYPE,1.00,
97,110.00,4to1_0,5.10,0.00,13.00,250.00,1to4_0,489.60,12.69,140.00,978.78,43.00,3,0.00,66.43,0,tripinfo_97 routing_97,DEFAULT_VEHTYPE,0.91,
169,171.00,4to1_0,5.10,0.00,2.00,251.00,1to5_0,489.60,13.92,80.00,994.90,0.00,0,0.00,9.41,0,tripinfo_169 routing_169,DEFAULT_VEHTYPE,0.94,
122,122.00,4to1_0,5.10,0.00,0.00,253.00,1to4_1,489.60,14.72,131.00,978.78,39.00,4,0.00,66.75,0,tripinfo_122 routing_122,DEFAULT_VEHTYPE,1.03,
125,128.00,4to1_0,5.10,0.00,3.00,255.00,1to2_0,489.60,17.06,127.00,993.46,35.00,3,0.00,68.03,0,tripinfo_125 routing_125,DEFAULT_VEHTYPE,1.15,
172,174.00,4to1_0,5.10,0.00,2.00,255.00,1to5_0,489.60,12.97,81.00,994.90,0.00,0,0.00,6.48,0,tripinfo_172 routing_172,DEFAULT_VEHTYPE,0.89,
175,175.00,5to1_0,5.10,0.00,0.00,255.00,1to4_0,489.60,13.24,80.00,994.90,0.00,0,0.00,6.98,0,tripinfo_175 routing_175,DEFAULT_VEHTYPE,0.92,
67,77.00,5to1_0,5.10,0.00,10.00,256.00,1to5_1,489.60,12.46,179.00,978.78,70.00,3,0.00,106.27,0,tripinfo_67 routing_67,DEFAULT_VEHTYPE,0.91,
73,80.00,5to1_0,5.10,0.00,7.00,256.00,1to3_0,489.60,15.07,176.00,993.46,68.00,3,0.00,112.37,0,tripinfo_73 routing_73,DEFAULT_VEHTYPE,1.06,
174,180.00,4to1_0,5.10,0.00,6.00,257.00,1to5_0,489.60,14.30,77.00,994.90,0.00,0,0.00,7.01,0,tripinfo_174 routing_174,DEFAULT_VEHTYPE,0.96,
147,152.00,2to1_0,5.10,0.00,5.00,262.00,1to4_0,489.60,14.78,110.00,983.13,31.00,1,0.00,43.82,0,tripinfo_147 routing_147,DEFAULT_VEHTYPE,1.00,
138,140.00,3to1_0,5.10,0.00,2.00,263.00,1to2_0,489.60,14.67,123.00,994.90,45.00,1,0.00,56.61,0,tripinfo_138 routing_138,DEFAULT_VEHTYPE,1.00,
157,158.00,2to1_0,5.10,0.00,1.00,263.00,1to4_1,489.60,15.93,105.00,983.13,30.00,1,0.00,42.59,0,tripinfo_157 routing_157,DEFAULT_VEHTYPE,1.08,
155,159.00,3to1_0,5.10,0.00,4.00,264.00,1to5_0,489.60,16.72,105.00,983.13,29.00,1,0.00,45.42,0,tripinfo_155 routing_155,DEFAULT_VEHTYPE,1.12,
