time,id,programID,phase,state
238.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
239.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
240.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
241.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
242.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
243.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
244.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
245.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
246.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
247.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
248.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
249.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
250.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
251.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
252.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
253.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
254.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
255.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
256.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
257.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
258.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
259.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
260.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
261.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
262.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
263.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
264.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
265.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
266.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
267.00,n1,0,3,rrrrryyyyyrrrrryyyyy
268.00,n1,0,3,rrrrryyyyyrrrrryyyyy
269.00,n1,0,3,rrrrryyyyyrrrrryyyyy
270.00,n1,0,0,GGGggrrrrrGGGggrrrrr
271.00,n1,0,0,GGGggrrrrrGGGggrrrrr
272.00,n1,0,0,GGGggrrrrrGGGggrrrrr
273.00,n1,0,0,GGGggrrrrrGGGggrrrrr
274.00,n1,0,0,GGGggrrrrrGGGggrrrrr
275.00,n1,0,0,GGGggrrrrrGGGggrrrrr
276.00,n1,0,0,GGGggrrrrrGGGggrrrrr
277.00,n1,0,0,GGGggrrrrrGGGggrrrrr
278.00,n1,0,0,GGGggrrrrrGGGggrrrrr
279.00,n1,0,0,GGGggrrrrrGGGggrrrrr
280.00,n1,0,0,GGGggrrrrrGGGggrrrrr
281.00,n1,0,0,GGGggrrrrrGGGggrrrrr
282.00,n1,0,0,GGGggrrrrrGGGggrrrrr
283.00,n1,0,0,GGGggrrrrrGGGggrrrrr
284.00,n1,0,0,GGGggrrrrrGGGggrrrrr
285.00,n1,0,0,GGGggrrrrrGGGggrrrrr
286.00,n1,0,0,GGGggrrrrrGGGggrrrrr
287.00,n1,0,0,GGGggrrrrrGGGggrrrrr
288.00,n1,0,0,GGGggrrrrrGGGggrrrrr
289.00,n1,0,0,GGGggrrrrrGGGggrrrrr
290.00,n1,0,0,GGGggrrrrrGGGggrrrrr
291.00,n1,0,0,GGGggrrrrrGGGggrrrrr
292.00,n1,0,0,GGGggrrrrrGGGggrrrrr
293.00,n1,0,0,GGGggrrrrrGGGggrrrrr
294.00,n1,0,0,GGGggrrrrrGGGggrrrrr
295.00,n1,0,0,GGGggrrrrrGGGggrrrrr
296.00,n1,0,0,GGGggrrrrrGGGggrrrrr
297.00,n1,0,0,GGGggrrrrrGGGggrrrrr
298.00,n1,0,0,GGGggrrrrrGGGggrrrrr
299.00,n1,0,0,GGGggrrrrrGGGggrrrrr
300.00,n1,0,0,GGGggrrrrrGGGggrrrrr
301.00,n1,0,0,GGGggrrrrrGGGggrrrrr
302.00,n1,0,0,GGGggrrrrrGGGggrrrrr
303.00,n1,0,0,GGGggrrrrrGGGggrrrrr
304.00,n1,0,0,GGGggrrrrrGGGggrrrrr
305.00,n1,0,0,GGGggrrrrrGGGggrrrrr
306.00,n1,0,0,GGGggrrrrrGGGggrrrrr
307.00,n1,0,0,GGGggrrrrrGGGggrrrrr
308.00,n1,0,0,GGGggrrrrrGGGggrrrrr
309.00,n1,0,0,GGGggrrrrrGGGggrrrrr
310.00,n1,0,0,GGGggrrrrrGGGggrrrrr
311.00,n1,0,0,GGGggrrrrrGGGggrrrrr
312.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
313.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
314.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
315.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
316.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
317.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
318.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
319.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
320.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
321.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
322.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
323.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
324.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
325.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
326.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
327.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
328.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
329.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
330.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
331.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
332.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
333.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
334.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
335.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
336.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
337.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
338.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
339.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
340.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
341.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
342.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
343.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
344.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
345.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
346.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
347.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
348.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
349.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
350.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
351.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
352.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
353.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
354.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
355.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
356.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
357.00,n1,0,3,rrrrryyyyyrrrrryyyyy
358.00,n1,0,3,rrrrryyyyyrrrrryyyyy
359.00,n1,0,3,rrrrryyyyyrrrrryyyyy
360.00,n1,0,0,GGGggrrrrrGGGggrrrrr
361.00,n1,0,0,GGGggrrrrrGGGggrrrrr
362.00,n1,0,0,GGGggrrrrrGGGggrrrrr
363.00,n1,0,0,GGGggrrrrrGGGggrrrrr
364.00,n1,0,0,GGGggrrrrrGGGggrrrrr
365.00,n1,0,0,GGGggrrrrrGGGggrrrrr
366.00,n1,0,0,GGGggrrrrrGGGggrrrrr
367.00,n1,0,0,GGGggrrrrrGGGggrrrrr
368.00,n1,0,0,GGGggrrrrrGGGggrrrrr
369.00,n1,0,0,GGGggrrrrrGGGggrrrrr
370.00,n1,0,0,GGGggrrrrrGGGggrrrrr
371.00,n1,0,0,GGGggrrrrrGGGggrrrrr
372.00,n1,0,0,GGGggrrrrrGGGggrrrrr
373.00,n1,0,0,GGGggrrrrrGGGggrrrrr
374.00,n1,0,0,GGGggrrrrrGGGggrrrrr
375.00,n1,0,0,GGGggrrrrrGGGggrrrrr
376.00,n1,0,0,GGGggrrrrrGGGggrrrrr
377.00,n1,0,0,GGGggrrrrrGGGggrrrrr
378.00,n1,0,0,GGGggrrrrrGGGggrrrrr
379.00,n1,0,0,GGGggrrrrrGGGggrrrrr
380.00,n1,0,0,GGGggrrrrrGGGggrrrrr
381.00,n1,0,0,GGGggrrrrrGGGggrrrrr
382.00,n1,0,0,GGGggrrrrrGGGggrrrrr
383.00,n1,0,0,GGGggrrrrrGGGggrrrrr
384.00,n1,0,0,GGGggrrrrrGGGggrrrrr
385.00,n1,0,0,GGGggrrrrrGGGggrrrrr
386.00,n1,0,0,GGGggrrrrrGGGggrrrrr
387.00,n1,0,0,GGGggrrrrrGGGggrrrrr
388.00,n1,0,0,GGGggrrrrrGGGggrrrrr
389.00,n1,0,0,GGGggrrrrrGGGggrrrrr
390.00,n1,0,0,GGGggrrrrrGGGggrrrrr
391.00,n1,0,0,GGGggrrrrrGGGggrrrrr
392.00,n1,0,0,GGGggrrrrrGGGggrrrrr
393.00,n1,0,0,GGGggrrrrrGGGggrrrrr
394.00,n1,0,0,GGGggrrrrrGGGggrrrrr
395.00,n1,0,0,GGGggrrrrrGGGggrrrrr
396.00,n1,0,0,GGGggrrrrrGGGggrrrrr
397.00,n1,0,0,GGGggrrrrrGGGggrrrrr
398.00,n1,0,0,GGGggrrrrrGGGggrrrrr
399.00,n1,0,0,GGGggrrrrrGGGggrrrrr
400.00,n1,0,0,GGGggrrrrrGGGggrrrrr
401.00,n1,0,0,GGGggrrrrrGGGggrrrrr
402.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
403.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
404.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
405.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
406.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
407.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
408.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
409.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
410.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
411.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
412.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
413.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
414.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
415.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
416.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
417.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
418.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
419.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
420.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
421.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
422.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
423.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
424.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
425.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
426.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
427.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
428.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
429.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
430.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
431.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
432.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
433.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
434.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
435.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
436.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
437.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
438.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
439.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
440.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
441.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
442.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
443.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
444.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
445.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
446.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
447.00,n1,0,3,rrrrryyyyyrrrrryyyyy
448.00,n1,0,3,rrrrryyyyyrrrrryyyyy
449.00,n1,0,3,rrrrryyyyyrrrrryyyyy
450.00,n1,0,0,GGGggrrrrrGGGggrrrrr
451.00,n1,0,0,GGGggrrrrrGGGggrrrrr
452.00,n1,0,0,GGGggrrrrrGGGggrrrrr
453.00,n1,0,0,GGGggrrrrrGGGggrrrrr
454.00,n1,0,0,GGGggrrrrrGGGggrrrrr
455.00,n1,0,0,GGGggrrrrrGGGggrrrrr
456.00,n1,0,0,GGGggrrrrrGGGggrrrrr
457.00,n1,0,0,GGGggrrrrrGGGggrrrrr
458.00,n1,0,0,GGGggrrrrrGGGggrrrrr
459.00,n1,0,0,GGGggrrrrrGGGggrrrrr
460.00,n1,0,0,GGGggrrrrrGGGggrrrrr
461.00,n1,0,0,GGGggrrrrrGGGggrrrrr
462.00,n1,0,0,GGGggrrrrrGGGggrrrrr
463.00,n1,0,0,GGGggrrrrrGGGggrrrrr
464.00,n1,0,0,GGGggrrrrrGGGggrrrrr
465.00,n1,0,0,GGGggrrrrrGGGggrrrrr
466.00,n1,0,0,GGGggrrrrrGGGggrrrrr
467.00,n1,0,0,GGGggrrrrrGGGggrrrrr
468.00,n1,0,0,GGGggrrrrrGGGggrrrrr
469.00,n1,0,0,GGGggrrrrrGGGggrrrrr
470.00,n1,0,0,GGGggrrrrrGGGggrrrrr
471.00,n1,0,0,GGGggrrrrrGGGggrrrrr
472.00,n1,0,0,GGGggrrrrrGGGggrrrrr
473.00,n1,0,0,GGGggrrrrrGGGggrrrrr
474.00,n1,0,0,GGGggrrrrrGGGggrrrrr
475.00,n1,0,0,GGGggrrrrrGGGggrrrrr
476.00,n1,0,0,GGGggrrrrrGGGggrrrrr
477.00,n1,0,0,GGGggrrrrrGGGggrrrrr
478.00,n1,0,0,GGGggrrrrrGGGggrrrrr
479.00,n1,0,0,GGGggrrrrrGGGggrrrrr
480.00,n1,0,0,GGGggrrrrrGGGggrrrrr
481.00,n1,0,0,GGGggrrrrrGGGggrrrrr
482.00,n1,0,0,GGGggrrrrrGGGggrrrrr
483.00,n1,0,0,GGGggrrrrrGGGggrrrrr
484.00,n1,0,0,GGGggrrrrrGGGggrrrrr
485.00,n1,0,0,GGGggrrrrrGGGggrrrrr
486.00,n1,0,0,GGGggrrrrrGGGggrrrrr
487.00,n1,0,0,GGGggrrrrrGGGggrrrrr
488.00,n1,0,0,GGGggrrrrrGGGggrrrrr
489.00,n1,0,0,GGGggrrrrrGGGggrrrrr
490.00,n1,0,0,GGGggrrrrrGGGggrrrrr
491.00,n1,0,0,GGGggrrrrrGGGggrrrrr
492.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
493.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
494.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
495.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
496.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
497.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
498.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
499.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
500.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
501.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
502.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
503.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
504.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
505.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
506.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
507.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
508.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
509.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
510.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
511.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
512.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
513.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
514.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
515.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
516.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
517.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
518.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
519.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
520.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
521.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
522.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
523.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
524.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
525.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
526.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
527.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
528.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
529.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
530.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
531.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
532.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
533.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
534.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
535.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
536.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
537.00,n1,0,3,rrrrryyyyyrrrrryyyyy
538.00,n1,0,3,rrrrryyyyyrrrrryyyyy
539.00,n1,0,3,rrrrryyyyyrrrrryyyyy
540.00,n1,0,0,GGGggrrrrrGGGggrrrrr
541.00,n1,0,0,GGGggrrrrrGGGggrrrrr
542.00,n1,0,0,GGGggrrrrrGGGggrrrrr
543.00,n1,0,0,GGGggrrrrrGGGggrrrrr
544.00,n1,0,0,GGGggrrrrrGGGggrrrrr
545.00,n1,0,0,GGGggrrrrrGGGggrrrrr
546.00,n1,0,0,GGGggrrrrrGGGggrrrrr
547.00,n1,0,0,GGGggrrrrrGGGggrrrrr
548.00,n1,0,0,GGGggrrrrrGGGggrrrrr
549.00,n1,0,0,GGGggrrrrrGGGggrrrrr
550.00,n1,0,0,GGGggrrrrrGGGggrrrrr
551.00,n1,0,0,GGGggrrrrrGGGggrrrrr
552.00,n1,0,0,GGGggrrrrrGGGggrrrrr
553.00,n1,0,0,GGGggrrrrrGGGggrrrrr
554.00,n1,0,0,GGGggrrrrrGGGggrrrrr
555.00,n1,0,0,GGGggrrrrrGGGggrrrrr
556.00,n1,0,0,GGGggrrrrrGGGggrrrrr
557.00,n1,0,0,GGGggrrrrrGGGggrrrrr
558.00,n1,0,0,GGGggrrrrrGGGggrrrrr
559.00,n1,0,0,GGGggrrrrrGGGggrrrrr
560.00,n1,0,0,GGGggrrrrrGGGggrrrrr
561.00,n1,0,0,GGGggrrrrrGGGggrrrrr
562.00,n1,0,0,GGGggrrrrrGGGggrrrrr
563.00,n1,0,0,GGGggrrrrrGGGggrrrrr
564.00,n1,0,0,GGGggrrrrrGGGggrrrrr
565.00,n1,0,0,GGGggrrrrrGGGggrrrrr
566.00,n1,0,0,GGGggrrrrrGGGggrrrrr
567.00,n1,0,0,GGGggrrrrrGGGggrrrrr
568.00,n1,0,0,GGGggrrrrrGGGggrrrrr
569.00,n1,0,0,GGGggrrrrrGGGggrrrrr
570.00,n1,0,0,GGGggrrrrrGGGggrrrrr
571.00,n1,0,0,GGGggrrrrrGGGggrrrrr
572.00,n1,0,0,GGGggrrrrrGGGggrrrrr
573.00,n1,0,0,GGGggrrrrrGGGggrrrrr
574.00,n1,0,0,GGGggrrrrrGGGggrrrrr
575.00,n1,0,0,GGGggrrrrrGGGggrrrrr
576.00,n1,0,0,GGGggrrrrrGGGggrrrrr
577.00,n1,0,0,GGGggrrrrrGGGggrrrrr
578.00,n1,0,0,GGGggrrrrrGGGggrrrrr
579.00,n1,0,0,GGGggrrrrrGGGggrrrrr
580.00,n1,0,0,GGGggrrrrrGGGggrrrrr
581.00,n1,0,0,GGGggrrrrrGGGggrrrrr
582.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
583.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
584.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
585.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
586.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
587.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
588.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
589.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
590.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
591.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
592.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
593.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
594.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
595.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
596.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
597.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
598.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
599.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
600.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
601.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
602.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
603.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
604.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
605.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
606.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
607.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
608.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
609.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
610.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
611.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
612.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
613.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
614.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
615.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
616.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
617.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
618.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
619.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
620.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
621.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
622.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
623.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
624.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
625.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
626.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
627.00,n1,0,3,rrrrryyyyyrrrrryyyyy
628.00,n1,0,3,rrrrryyyyyrrrrryyyyy
629.00,n1,0,3,rrrrryyyyyrrrrryyyyy
630.00,n1,0,0,GGGggrrrrrGGGggrrrrr
631.00,n1,0,0,GGGggrrrrrGGGggrrrrr
632.00,n1,0,0,GGGggrrrrrGGGggrrrrr
633.00,n1,0,0,GGGggrrrrrGGGggrrrrr
634.00,n1,0,0,GGGggrrrrrGGGggrrrrr
635.00,n1,0,0,GGGggrrrrrGGGggrrrrr
636.00,n1,0,0,GGGggrrrrrGGGggrrrrr
637.00,n1,0,0,GGGggrrrrrGGGggrrrrr
638.00,n1,0,0,GGGggrrrrrGGGggrrrrr
639.00,n1,0,0,GGGggrrrrrGGGggrrrrr
640.00,n1,0,0,GGGggrrrrrGGGggrrrrr
641.00,n1,0,0,GGGggrrrrrGGGggrrrrr
642.00,n1,0,0,GGGggrrrrrGGGggrrrrr
643.00,n1,0,0,GGGggrrrrrGGGggrrrrr
644.00,n1,0,0,GGGggrrrrrGGGggrrrrr
645.00,n1,0,0,GGGggrrrrrGGGggrrrrr
646.00,n1,0,0,GGGggrrrrrGGGggrrrrr
647.00,n1,0,0,GGGggrrrrrGGGggrrrrr
648.00,n1,0,0,GGGggrrrrrGGGggrrrrr
649.00,n1,0,0,GGGggrrrrrGGGggrrrrr
650.00,n1,0,0,GGGggrrrrrGGGggrrrrr
651.00,n1,0,0,GGGggrrrrrGGGggrrrrr
652.00,n1,0,0,GGGggrrrrrGGGggrrrrr
653.00,n1,0,0,GGGggrrrrrGGGggrrrrr
654.00,n1,0,0,GGGggrrrrrGGGggrrrrr
655.00,n1,0,0,GGGggrrrrrGGGggrrrrr
656.00,n1,0,0,GGGggrrrrrGGGggrrrrr
657.00,n1,0,0,GGGggrrrrrGGGggrrrrr
658.00,n1,0,0,GGGggrrrrrGGGggrrrrr
659.00,n1,0,0,GGGggrrrrrGGGggrrrrr
660.00,n1,0,0,GGGggrrrrrGGGggrrrrr
661.00,n1,0,0,GGGggrrrrrGGGggrrrrr
662.00,n1,0,0,GGGggrrrrrGGGggrrrrr
663.00,n1,0,0,GGGggrrrrrGGGggrrrrr
664.00,n1,0,0,GGGggrrrrrGGGggrrrrr
665.00,n1,0,0,GGGggrrrrrGGGggrrrrr
666.00,n1,0,0,GGGggrrrrrGGGggrrrrr
667.00,n1,0,0,GGGggrrrrrGGGggrrrrr
668.00,n1,0,0,GGGggrrrrrGGGggrrrrr
669.00,n1,0,0,GGGggrrrrrGGGggrrrrr
670.00,n1,0,0,GGGggrrrrrGGGggrrrrr
671.00,n1,0,0,GGGggrrrrrGGGggrrrrr
672.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
673.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
674.00,n1,0,1,yyyyyrrrrryyyyyrrrrr
675.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
676.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
677.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
678.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
679.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
680.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
681.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
682.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
683.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
684.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
685.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
686.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
687.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
688.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
689.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
690.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
691.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
692.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
693.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
694.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
695.00,n1,0,2,rrrrrGGGggrrrrrGGGgg
